ID#;dialog
4001;Bloody kids.
4002;Oh no no no my Lord Voldemort. I only meant... perhaps if we were to do it without the boy..
4003;NO! The boy is everything, it cannot be done without him and it WILL be done exactly as I say.
4004;I will not disappoint you my lord.
4005;Good. First, gather our old comrades. Send them a sign.
4006;Nagini tells me the old caretaker is standing outside the door.
4007;Step aside so I can give our guest a proper greeting.
4008;Harry!
4009;Are you alright?
4010;Hermione. Bad dream. When did you get here?
4011;Just now. You?
4012;Last night.
4013;Wake up. Wake up Ronald!
4014;Bloody hell.
4015;Honestly. Get dressed, and don't go back to sleep. Come on Ron! Your mother says breakfast's ready.
4016;Where are we actually going?
4017;Don't know. Hey Dad! Where are we going?
4018;Haven't the foggiest, keep up!
4019;Arthur! It's about time son.
4020;Sorry Amos. Some of us had a bit of a sleepy start. This is Amos Diggory everyone, he works with me at the ministry. And this strapping young lad must be Cedric, am I right?
4021;Yes sir.
4022;Merlin's beard, you must be Harry Potter.
4023;Yes sir. This way.
4024;Great great pleasure.
4025;Pleasure to meet you too sir.
4026;That's it sir, just over there.
4027;Shall we? We don't want to be late.
4028;Why are they all standing around that manky old boot?
4029;That isn't just any old manky boot mate.
4030;It's a portkey.
4031;Time to go. Ready?
4032;What's a 'portkey'?
4033;After 3. One... Two...
4034;Harry!
4035;Three!
4036;Let go kids!
4037;What??
4038;Let! Go!
4039;I bet that cleared your sinuses eh?
4040;Thanks.
4041;Well kids, welcome to the Quidditch World Cup!
4042;Parting of the waves I think old chap, see you at the match.
4043;See ya later Cedric.
4044;Home sweet home.
4045;Girls. Choose a bunk and unpack. Ron, get out of the kitchen we're all hungry.
4046;Yeah get out of the kitchen Ron.
4047;Yeah get out of the kitchen Ron.
4048;Feet off the table.
4049;Feet off the table.
4050;Feet off the table.
4051;I love magic.
4052;Blimey Dad, how far up are we?
4053;Well put it this way, if it rains... you'll be the first to know
4054;Father and I are in the minister's box, by personal invitation of Cornelius Fudge himself.
4055;Don't boast Draco. There's no need with these people. Do enjoy yourself won't you. While you can.
4056;Come on up, take your seats. I told you these seats would be worth waiting for.
4057;Come on!
4058;It's the Irish!
4059;Here come the Bulgarians!
4060;Krum!!!
4061;Krum!!!
4062;Krum!!!
4063;Yes!
4064;Good evening! It gives me great pleasure to welcome each and every one of you to the final of the 422nd Quidditch World Cup. Let the match begin!
4065;There's no one like Krum. He's like a bird the way he rides the wind. He's more than an athlete, he's an artist.
4066;Think you're in love Ron?
4067;Viktor I love you! Viktor I do!
4068;Viktor I love you! Viktor I do!
4069;When we're apart my heart beats only for youuu!
4070;When we're apart my heart beats only for youuu!
4071;When we're apart my heart beats only for youuu!
4072;Sounds like the irish have got their pride on.
4073;Stop! Stop it. It's not the irish. We've gotta get out of here. Now.
4074;Get back to the portkey everybody, and stick together. Fred, George... Ginny is your responsibility.
4075;Been looking for you for ages. Thought we lost you.
4076;What is that?
4077;Stop! That's my son.
4078;Ron, Harry, Hermione are you alright?
4079;Which of you conjured this?
4080;You can't possibly..
4081;Do not lie! You have been discovered at the scene of the crime!
4082;Crime?
4083;Barty, they're just kids.
4084;What crime?
4085;Harry it's his mark.
4086;Those people tonight, in the masks... they're his too aren't they? they're his followers.
4087;Follow me.
4088;There was a man. Before. There.
4089;All of you, this way.
4090;Harry, who?
4091;I dunno. I didn't see his face.
4092;Anything from the trolley? Anything from the trolley?
4093;Anything from the trolley dears?
4094;Packet of drewbals and a liquorice wand.
4095;On second thought, just the drewbals.
4096;It's alright I'll get it.
4097;Just the drewbals, thanks.
4098;Two pumpkin pasties please.
4099;Thank you.
4100;Anything sweet for you dear?
4101;Oh no thank you I'm not hungry.
4102;This is horrible, how can the ministry not know who conjured it. Isn't there any security or?
4103;Loads according to Dad, that's what worried them so much. Happened right under their noses.
4104;It's hurting again isn't it, your scar.
4105;I'm fine.
4106;You know Sirius will want to hear about this. What you saw at the world cup, and the dream.
4107;Clear the runway.
4108;Well there's something you don't see every day.
4109;Now we're all settled in and sorted, I'd like to make an announcement. This castle will not only be your home this year but home to some very special guests as well. You see Hogwarts has been choosen...
4110;So Hogwarts has been choosen to host a legendary event. The Tri-Wizard tournament. Now for those of you who do not know, the tri-wizard tournament brings together three schools for a series of magical contests. From each school a single contestant is selected to compete. Now let me be clear, if choosen you stand alone. And trust me when I say these contests are not for the faint hearted, but more of that later. For now please join me in welcoming the lovely ladies of the Beauxbatons Academy of magic and their headmistress Madam Maxime.
4111;Blimey, that's one big woman.
4112;And now our friends from the north, please greet the proud sons of Durmstrang and the high master Igor Karkaroff.
4113;Blimey it's him, Viktor Krum!
4114;Albus!
4115;Igor.
4116;Professor Dumbledore, my horses have travelled a long way. They will need attending to.
4117;Not to worry Madame Maxime, our gamekeeper Hagrid's more than capable of seeing to them.
4118;But you know Monsieur Hagrid, they drink only single malt whiskey.
4119;You idiot!
4120;Your attention please! I would like to say a few words. Eternal glory, that is what awaits the student who wins the tri-wizard tournament. But to do this that student must survive three tasks. Three extremely dangerous tasks.
4121;Wicked.
4122;For this reason the ministry has seen fit to impose a new rule. To explain all this we have the head of the department of international magic cooperation Mister Bartimus Crouch.
4123;Bloody hell, it's Mad-Eye Moody.
4124;Alastor Moody? The aura.
4125;He was a catcher. Half the cells in Azkaban are full thanks to him. He's supposed to be mad as a hatter though these days.
4126;My dear old friend, thanks for coming.
4127;That stupid roof.
4128;What's that he's drinking do you suppose?
